model_id,model_family,ap_fold1,ap_fold2,ap_fold3,ap_unweighted_mean,ap_population_std,mean_roc_auc,mean_brier_score,primary_metric_rank,ap_fold3_rank,ap_std_rank
phase_4a_logistic_baseline,logistic_regression,0.3866809762501382,0.3960583174959361,0.3977855869271569,0.3935082935577437,0.004878870165386994,0.6243776293022905,0.1948197255602965,3,3,1
phase_4b_random_forest_baseline,random_forest,0.3880957692713414,0.3996726973944841,0.4001833160938038,0.3959839275865431,0.00558166427201829,0.6261012009282653,0.19518315938755074,2,2,2
phase_4c_xgboost_baseline,xgboost_gradient_boosted_trees,0.390374557377428,0.40496847114969603,0.4070898952179728,0.40081097458169895,0.007430307892479644,0.6308499409937857,0.19389746858763426,1,1,3
